TBATS,STFL,TEST,TBATS_UPPER_95%,STFL_UPPER_95%
19559.8531257442,19895.3995861615,21239.6666666667,23603.4607504599,28541.2756612719
19415.0013589837,19795.7039707081,21160,23465.8904066693,28453.5421009084
18840.7181672102,19143.0598459886,20675.125,22898.9303259832,27812.843526758
17359.4236448707,16956.8566371001,18595.0416666667,21424.9037964209,25638.5694320457
18889.8813825817,19224.9070004569,20479.75,22962.6799863271,27918.5325408461
19230.6916666234,19937.0750553041,21087.375,23310.7660171349,28642.5970396019
19191.3120775605,19854.2673077224,21186.4583333333,23278.6731115608,28571.6695011329
19171.8130533437,20343.6534520812,20902.5,23266.4592530252,29072.9196860933
19046.8655292794,20295.3473790715,20720.2083333333,23148.7671416148,29036.4615510092
18492.8746776562,19492.5272043354,20311.0416666667,22602.0686196801,28245.473276912
17033.6836208336,17140.804698624,18745.2916666667,21150.1172382832,25905.5666995012
18586.3014884131,18927.3601781255,20500.4166666667,22710.0200835217,27703.9221994757
18950.5869597075,18892.2756676638,21004.0833333333,23081.5496559774,27680.6218657373
18934.9768282113,17572.3480974704,20629.7083333333,23073.1919856561,26372.4626921662
18939.6133528863,16457.5027805992,17673.5,23085.0784694466,25269.3700550402
18839.510116197,15803.0003846708,13421.25,22992.1964380134,24626.6046847824
18309.849239871,16014.7431306618,13342.208333333301,22469.7900898825,24850.0688647552
16875.7691406109,14981.341195453,14433.5,21042.9150454735,23828.3728338117
18452.6135806217,18468.2452745939,19077.9166666667,22627.0059706466,27326.9673490641
18841.3857223808,19813.6353110584,20578.7916666667,23022.9863375175,28684.0324146435
18849.5610623179,20106.879656735,20674.5416666667,23038.3768524377,28988.9364431937
18877.3274551486,20275.9503655284,20730.25,23073.3559538332,29169.6515489763
18800.0226529957,20325.6254885851,20657.4583333333,23003.2370313358,29230.9558431002
18291.6825422114,19513.9495125143,20145.0833333333,22502.1137779743,28430.893871746
16878.665233474,17588.2613322217,18135.5833333333,21096.2677882071,26516.8045890032
18474.7768619082,19918.7858320212,20228.375,22699.5895941007,28858.9129379859
18882.1042477002,20211.5385537555,20729.9166666667,23114.0922893938,29163.2345189561
18907.2618172737,20504.6952209217,20858.0833333333,23146.4318277667,29467.9451134537
18950.5043456882,20411.6873701158,20886.625,23196.8548507715,29386.4763157435
18887.5205008766,20329.9224066843,20842.0416666667,23141.0274257227,29316.2355884706
18391.3159432539,19575.1338795402,20296.3333333333,22652.0090507721,28572.9565374798
16989.4404067747,16877.554564979,18156.2083333333,21257.2787065352,25886.8719956347
18594.3228501285,19326.034043052,18799.8333333333,22869.3437562512,28346.8315991943
19009.116894683,20331.9783715457,20617.9166666667,23291.2895218008,29364.2414617955
19039.706461299,20822.4052243014,21085.0833333333,23329.03807498,29866.119312776
19086.4690666824,21581.3352657858,21118.2083333333,23382.9599084274,30636.4858717481
19025.5014022849,21155.8924115493,21354.5833333333,23329.1307244492,30222.4651090599
18528.9175904266,19908.0999924701,20994.5833333333,22839.7147891504,28986.0804100427
17125.4595482946,17497.0065527186,18869.25,21443.3885105775,26586.380372978
18726.3525144332,19668.9290121922,21452.4166666667,23051.4500142412,28769.6819715358
19135.8218949368,20462.7980741771,22343.25,23468.0613053231,29574.9159624393
19159.1593203996,20767.1507966327,22558.3333333333,23498.549059092,29890.6194567516
19196.9309511899,21137.6802002978,22680.5,23543.4733475788,30272.4855279859
19125.7036951989,20690.1655352881,22601.5416666667,23479.3815422067,29836.2934787047
18616.8356089952,20091.9155819414,21770.7916666667,22977.6783972853,29249.3521413684
17200.2628611565,18193.3307010429,19628.625,21568.2393201655,27362.0619285638
18786.1666315448,20936.3865655544,21882.9166666667,23161.3132913793,30116.398564735
19179.8430089139,21339.052105086,22637.875,23562.1374005068,30530.3310306592
19186.1099429697,21155.9186103264,22836.5,23575.5617743694,30358.4506678784
19205.7705943946,20506.9162333398,22215.625,23602.3842586031,29720.6876789997
19115.9022089882,20273.5020439669,22119.7083333333,23519.6638637523,29498.4991840989
18587.212613379,19687.250762624,21457.5,22998.1518915998,28923.459953522
17150.8095581631,18010.6812696258,19493.3333333333,21568.8996276067,27258.0889172108
18715.9514225483,20646.233466996,21956.25,23141.22855369,29904.826026516
19088.973466436,21209.1168304472,23039.9166666667,23521.4188872136,30478.8808061795
19074.296583099,21262.0213276638,23232.125,23513.9210459664,30542.9432726201
19072.9703287347,21661.9822395778,23284.25,23519.7799041539,30954.0487552113
18962.5806265656,21369.99414664,22798.375,23416.5643207008,30673.1918825555
18413.2434865229,20215.5482558864,22167.125,22874.4307625978,29529.8639095525
16957.1743924088,18204.9014022308,20143.5833333333,21425.5421533499,27530.3217186944
18502.7779912009,20392.5805273389,22632.25,22978.3618948829,29729.0922989428
18857.3543334046,21202.0714221995,23301.375,23340.1385720455,30549.6614883013
18824.9522340004,21127.4300412455,23462.7916666667,23314.9480716378,30486.0852879393
18806.8302244731,20904.5865108895,23706.125,23304.0447662072,30274.2938707303
18681.0340120567,20892.9330283383,23365.75,23185.4583700838,30273.6794800681
18117.0958520644,20407.877086952,22723.0833333333,22628.7587698945,29799.6496552283
16648.2328777566,18483.8778601884,20448.5,21167.1141201711,27886.663615315
18182.0148246817,20710.7693444179,22903.75,22708.1488831784,30124.5554020782
18526.5928743143,21021.8100008491,23406.625,23059.9660419196,30446.5835218407
18485.6235917693,21069.9430177098,23530.125,23026.2469730976,30505.6912076823
18460.4986198087,21557.9493768233,23682.3333333333,23008.3796072145,31004.6594860177
18329.6380023037,21608.6278235414,23564.9166666667,22884.7690010633,31066.2871465314
17761.9609418948,20784.9960819865,22627,22324.3693491086,30253.5919574227
16291.5524773485,18377.5716374993,20651.7083333333,20861.2200353826,27857.0914478542
17825.1331042123,20818.6030245332,22969,22402.0925504479,30309.0341958497
18171.5704460765,21628.7573250268,23284.5416666667,22755.8093421576,31130.0873266678
18134.083961054,21795.4308417182,23374.1666666667,22725.6126094865,31307.6471861181
18114.1057121555,21742.5279973707,23943.2916666667,22712.9311048745,31265.6182397896
17990.3311426751,21220.4326527538,23806.5833333333,22596.4462553105,30754.3843910331
17431.0241731997,20334.9261734323,23138.875,22044.454517135,29879.7270477525
15971.0013614522,17278.479588458,21479.75,20591.7299143323,26834.1172810984
17516.1128898844,17981.9717865105,23490.375,22144.1701716847,27548.4340216106
17875.8135419538,17424.1970703924,23399.1666666667,22511.187727366,27001.4716137154
17852.8435140439,17094.5659104786,20375.5416666667,22495.5436345442,26682.6405691766
17848.5930673391,17580.0261901082,16783.75,22498.6252243507,27178.8888124897
17741.9480385932,18430.6763887073,16712,22399.3052741163,28040.3148640058
17200.4893410791,18894.7571761099,17178,21865.1949567754,28515.1594342551
15759.652709916,17793.8828333104,18075.125,20431.6904290733,27425.0368447002
17324.4168633098,20576.2614502218,23026.875,22003.8147622837,30218.1552254973
17704.7252357965,21255.5301078844,23995.5,22391.4717177681,30908.1516977055
17702.824231459,21096.3216829863,24048.2083333333,22396.9268520515,30759.65917781
17720.0140717687,21191.7481366154,24163.0833333333,22421.4778285477,30865.7896664752
17635.3222339827,20913.1474895999,24154.7083333333,22344.1400164769,30597.8812238869
17115.6544621073,19922.9143148965,23520.2083333333,21831.8473159077,29618.3284621427
15696.9964881608,16934.9305137507,21460.8333333333,20420.5486883907,26641.0133214136
17283.4922373586,18554.600550443,21992.0416666667,22014.4294693404,28271.3403046915
17685.5216060005,19737.4230263182,20174.5833333333,22423.8324104475,29464.8080518212
17704.8643489115,20415.8292218465,23816.75,22450.5548809821,30153.8478815619
17742.7281260352,20613.5186199133,24519.5,22495.8023470451,30362.1593148795
17678.2792401612,20501.4759918931,24591.9166666667,22438.7299448971,30260.7271610216
17177.7993328437,19783.821843267,23985.0416666667,21945.64552786,29553.6719631369
15777.8032102731,17732.4490418428,21405.125,20553.0297935379,27512.8866264965
17381.6778051472,20767.7148941205,24086.2916666667,22164.3083681029,30558.7284948614
17800.2341608838,21741.8274507128,24579.9166666667,22590.2575344852,31543.4056559039
17834.8529067,21488.6212678882,24727.25,22632.2741449888,31300.7527027531
17886.6885410946,20982.8739391047,24846.8333333333,22691.5108518782,30805.5472655291
17835.0833772146,20616.519019205,24608.25,22647.2997195533,30449.7229355404
17345.7813114058,19602.7362100805,23861.4583333333,22165.4090529521,29446.4594509493
15955.8432156668,17398.2934691259,21642.4583333333,20782.868121999,27252.5248052275
17568.0060535556,20207.6607651197,24076.6666666667,22402.4500700242,30072.3890030385
17993.5393199204,20916.1280381336,24843.0833333333,22835.3918610183,30791.3420201483
18033.5167675058,21218.9863299892,24737.9583333333,22882.7822026378,31104.6749338833
18089.1035024628,21352.5243758041,24488.8333333333,22945.7846720139,31248.6765146785
18039.8760127424,21209.8949013268,24175.75,22903.9663845527,31116.4995234127
17551.1418482387,20431.292740187,23352,22422.6576161765,30348.3388286611
16160.5410859264,18050.963903632,21133.6666666667,21039.4691803805,27978.4404764326
17770.2745579936,20276.8310931978,23832.1666666667,22656.6357545371,30214.7272028425
18192.1064307213,20919.707890804,24161.9583333333,23085.8910376669,30868.0126242084
18226.8965153437,20884.034567825,24252.9583333333,23128.1086276408,30842.7370461232
18275.8838933665,21175.0727724579,24553.5,23184.5263503788,31144.1621508238
18218.9333251922,20787.6119131331,24336.8333333333,23135.0004123634,30767.0773806034
17721.0074099657,20036.4030726015,23450.0833333333,22644.5145575465,30026.2338519
16320.3494403942,18173.0324222531,20942.25,21251.2849770694,28173.2177696156
17918.7201141674,20454.423908722,23933.7083333333,22857.1040364963,30464.9531137236
18328.3987828852,20978.4023801969,23730.7083333333,23274.2225112953,30999.2647655795
18350.1012539054,20814.2593205582,24039.4583333333,23303.3689078589,30845.4442420598
18385.1804451815,20825.7038498471,24233.9583333333,23345.8951097659,30867.2006960323
18313.8173062906,20312.0659599626,24306.25,23281.9742641661,30363.864152054
17800.6900038087,19772.0562360347,23051,22776.3041877422,29834.145227746
16384.6400469172,17573.5818432421,20576.75,21367.7012730482,27645.9511206119
17967.0480292232,19840.1383147012,23208.125,22957.5757442928,29922.7773959283
18360.6963347421,20439.9551753995,23771.375,23358.6831306952,30532.8536106794
18366.1887025906,20214.2615833766,24028.625,23371.6388509743,30317.4089547386
18384.9948004809,20076.808269593,24028.3333333333,23397.9117065389,30190.1941907395
18297.6019389583,20067.3697552169,24079.8333333333,23317.9818890127,30190.9838713629
17768.4239682569,19140.6020499115,23271.25,22796.2814820752,29274.4340376256
16336.8588051562,17158.2226880853,21037.8333333333,21372.185103554,27302.2622551317
17903.9255562162,19669.5636302892,23894.9583333333,22946.7395821078,29823.8005154711
18282.8610805694,19986.1232038737,24379.1666666667,23333.1564861874,30150.5471768775
18274.149594846,20431.5584275793,24525.375,23331.9307557468,30606.1592888199
18279.3439814766,20794.2987226273,24549.7916666667,23344.6145286571,30979.0663030949
18179.1929114987,20628.7839289196,24224.4166666667,23251.9499800264,30823.7080900269
17637.830330367,20156.1215926779,23767.0833333333,22718.0879481197,30361.1922261089
16195.1383629474,18064.6261627064,20946.1666666667,21282.8889274649,28279.8331902659
17751.7604547997,20253.3018101427,23682.375,22847.0223005314,30478.6351836072
18121.3130981047,20689.8288282844,24316.875,23224.0806960263,30925.2785292537
18104.1262510644,20523.7762976346,24093.9583333333,23214.4039036218,30769.3323373846
18101.7795934742,20538.2847310498,24087.75,23219.5709465357,30793.9371503864
17995.2180777952,20486.366483166,23742.375,23120.5208570136,30752.1053522796
17448.2610288953,19921.2704099166,22677.375,22581.088590978,30197.0858282381
16001.1897795099,17551.2154733416,20427,21141.5353933303,27837.0975693993
17554.2441164553,19763.0854421843,23089.25,22702.1253246404,30059.0243734614
17921.3386425321,20120.2248496445,23232.7083333333,23076.7504384458,30426.2108024377
17902.6076635577,19868.3907617176,23005.7083333333,23065.5540494263,30184.4139509973
17899.5994399058,19900.4511251688,22926.9583333333,23070.0838305029,30226.5017944393
17793.3915906638,19666.3734467238,22664.8333333333,22971.4120240982,30002.4418678851
17247.4568897281,18994.6191967839,21876.6666666667,22433.0258571982,29340.6956699941
15802.3998724323,17093.6904067463,19823.4166666667,20995.5112166842,27449.7652602851
17358.0368296839,19195.5385563593,22046,22558.7071263575,29561.6021464925
17728.5137272698,19881.7113830665,22167.4583333333,22936.7382266431,30257.7540939111
17713.7424291384,19910.0166445429,22120.5416666667,22929.5246419243,30296.0288879333
17715.2003007294,19925.7765135765,22185.875,22938.5432138679,30321.7487289319
17614.0552930785,19811.3598780265,22084.25,22844.9570412024,30217.2825322185
17073.4235034215,18943.7957389162,21245,22311.8955838634,29359.659326138
15634.1834424835,16734.6837566654,19022.7083333333,20880.2200590801,27160.4787983012
17195.7330891236,19222.6017636556,21341.75,22449.3497590193,29658.3188081516
17572.4131021541,19808.1892947371,21951.125,22833.6051680768,30253.8189174726
17563.9148197902,19808.5697767233,22120.625,22832.6852125729,30264.1025798833
17571.6364377913,20055.4645811635,22143.7916666667,22847.9876315028,30520.8911936117
17476.8260548131,19851.2262885585,22310.9166666667,22760.7561841445,30326.5373657115
16942.26405326,19097.5482952321,21696.1666666667,22233.7836128462,29582.7345189341
15509.0878246459,17096.1853258511,19341.5,20808.1912977737,27591.2374042496
17076.3130385662,19471.7542561182,21544.0416666667,22383.014919056,29976.6629235404
17458.4721862846,20042.5285097729,22091.375,22772.7678812104,30557.2845266031
17455.0687855644,20066.7692854487,22046.7083333333,22776.9606908619,30591.3634380065
17467.4449070195,19856.9304385084,22443.5833333333,22796.93503472,30391.3535389273
17376.9490564614,19738.1945830603,22541.125,22714.0355819825,30282.4374691676
16846.074520628,19063.6472464177,21255.2083333333,22190.7670592859,29617.7007816149
15416.231233486,16695.7674867143,18908,20768.5246025099,27259.6225598585
16986.1125014756,19192.6612205682,20868.3333333333,22346.0203339173,29766.308745854
17370.4648455379,19833.8580095009,21310.4166666667,22737.982714049,30417.2889263429
17368.6573164681,19727.4088724287,22101.25,22743.787248249,30320.6141453455
17382.0184962503,19858.7902880084,22050.9166666667,22764.7622098593,30461.7609065067
17292.034909296,19828.6719498354,22045.7083333333,22682.3907747056,30441.398928295
16760.9747547615,18973.7088770038,21734.875,22158.951734989,29596.1832545634
15330.5473593019,16920.0960392046,19492.4583333333,20736.1407613766,27552.3088796482
16899.1911893785,19044.1149435191,22010.875,22312.4140371179,29686.0573351636
17281.8966117007,19790.871054378,22525.5833333333,22702.7448297555,30442.5341099608
17277.9542246025,19811.1230473349,22571.6666666667,22706.4297109016,30472.4979039025
17288.7226982229,19950.8838104307,22561.8333333333,22724.8271121986,30621.9616292284
17195.8624853763,19461.5369728541,22242.7083333333,22639.5946029984,30142.308939216
16661.4728687884,18927.9273008645,21567.5,22112.8412730635,29618.3846241041
15227.5831354231,16950.6776073333,19472.4166666667,20686.5838187749,27650.8115206352
16792.4327995148,19311.5513288771,21846.8333333333,22259.0784535708,30021.353089189
17171.2743264403,19829.2588084299,22090.2083333333,22645.5614334932,30548.7196963554
17163.3598932177,19638.2142597977,22153.125,22645.2904674298,30367.32557949
17170.1045725475,19693.5172284731,22105.125,22659.6804458237,30432.2703075292
17073.3594374301,19395.3655661801,21995.5,22570.5799916358,30143.7517555353
16535.0885682497,18750.0220299106,21069.625,22039.962254434,29508.0327037344
15097.6396881484,16599.6402356689,18580.875,20610.1633500705,27367.266791261
16659.0830611196,19101.2080856916,20911.75,22179.2692918325,29878.4419433787
17034.9264047496,19455.1347439379,21431.3333333333,22562.7724010477,30241.9673469712
17024.3954331602,19591.8187385322,21435.7916666667,22559.9035103312,30388.2415529856
17028.9598964065,19768.8809552246,21530.7083333333,22572.1322225593,30574.885469893
16930.6496679293,19630.7444649807,21810.2916666667,22481.4863562132,30446.3221912799
16391.2972103492,18929.5214571416,21034.0833333333,21949.8067427726,29754.663929008
14953.53886731,16782.9828347928,18914.8333333333,20519.7190173016,27617.6816085839
16515.2747877621,18669.2643582485,21130.4166666667,22089.1381845565,29513.5110126445
16892.233127581,19234.4712361154,21848.5416666667,22473.7777387398,30088.2573720204
16883.595989083,19336.8570506814,20485.125,22472.8245069358,30200.1742911263
16890.8586241641,19480.7202377997,21692.9583333333,22487.773604133,30353.5602278453
16796.1916578536,19435.2146963229,22055.0416666667,22400.7939545326,30317.569102963
16261.2734049042,18526.0171693636,21559.1666666667,21873.5715720954,29417.8776814297
14828.9762368225,16375.320062724,19369.125,20448.9689360032,27276.6783907899
16397.006000809,18803.7995596929,21873.9166666667,22024.7059048086,29714.6474359799
16781.2571062217,19384.3174417108,22122.0416666667,22416.662885555,30304.646619994
16780.8319411878,19563.0692692538,22016.6666666667,22423.9466132248,30492.8715247682
16797.2060598273,19730.064040155,21871.25,22448.032491379,30669.331169503
16712.6392330369,19614.5215911296,22004.4583333333,22371.1789053706,30563.2454121883
16188.6208539517,19040.756332803,21362.3333333333,21854.8823061599,29998.9286846327
14768.1987212943,16789.8880377756,19227.6666666667,20442.1813409394,27757.5007805283
16348.8526767358,18985.9340410212,21665.875,22030.5690641651,29962.9790558499
16746.5862419059,19651.3979355659,21967.6666666667,22436.0355874988,30637.8671245347
16760.3841823804,19582.345009126,22208.5416666667,22457.569661945,30578.2302951203
16791.6586855237,19711.371776947,22180.1666666667,22496.5832919011,30716.6651035845
16722.7113860835,19539.8259653862,22140.0416666667,22435.3770093023,30554.5192969283
16214.8138543871,18988.6918742549,21501.4166666667,21935.228830871,30012.7771955187
14811.1387367383,17053.6121007009,19198.0416666667,20539.3029276267,28087.0814169717
16408.9186867688,19404.715563551,21633.75,22144.8444138693,30447.5609004954
16824.2238657772,20100.6152830628,22071.0416666667,22567.910578194,31152.8286866422
16855.8990114327,19939.2183003757,22097.2083333333,22607.3498029616,31000.7918367604
16905.2674878121,20015.5169088082,22121.2916666667,22664.4852263708,31086.4426642919
16854.645811711,19641.4345295369,22013.6666666667,22621.6325216802,30721.7046104518
16365.079898714,18548.6817868183,21050.2083333333,22139.8434739862,29638.2883194507
14979.840814579,16242.5553093328,18535.5833333333,20762.3812985289,27341.4904398392
16595.9165428946,18965.7053401414,19554.5833333333,22386.2457369621,30073.9612344649
17029.4279464477,19726.1161991463,21742.25,22827.54527522,30843.685042934
17079.0835146986,19812.7635996525,22436.0416666667,22884.9917335361,30939.6375981727
17146.1198006679,19976.8789409542,22700.75,22959.8213952322,31113.0503190145
17112.869331484,19870.3154975558,22591.125,22934.3661897718,31015.7764994218
16640.1719611048,19294.5335501518,21756.625,22469.4713041399,30449.2764394658
15271.3995976019,17310.4054817917,19179.75,21108.5013823228,28474.4225414924
16903.3249956698,19580.7475174794,21539.5,22748.2402879901,30754.0310497215
17352.1318002084,20113.6254588221,22217.25,23204.8597568209,31296.1677848971
17416.4221641172,20155.8337116899,22640.9166666667,23276.9649916222,31347.6271719465
17497.3735793806,20327.3182997118,22430.5416666667,23365.7331789944,31528.3552534777
17477.3604790137,20031.7782169621,22451.25,23353.5383958895,31242.0510424653
17017.0588022343,19179.0423390393,21833.9583333333,22901.061423819,30398.5434333305
15659.9660740756,17074.3294110562,19477,21551.7930830953,28303.0511899314
17302.6883165888,19299.8574678404,22000.375,23202.3499125162,30537.7923657641
17761.5026664075,19895.2084209941,22626.2916666667,23668.9975896347,31142.3488910228
17834.9503485486,20097.3453604734,22778.3333333333,23750.2801462194,31353.6838741795
17924.1913604594,20400.4673649422,22920.7916666667,23847.357253618,31665.9964123385
17911.6796424657,20212.9733328065,22837.2916666667,23842.6827400751,31487.6854222709
17457.9778805474,19679.6324855502,21801.25,23396.8236922013,30963.5201437511
16106.7413117977,17440.1892691918,19520,22053.4291825559,28733.2450410139
17754.4610707822,19756.1596475358,22067.75,23709.0003284452,31058.376096006
18217.5406709669,20124.1492780384,22597.0833333333,24179.9296237106,31435.5189842524
18294.504436354,20136.4610381822,22640.75,24264.7439954602,31456.9766012315
18386.5329697624,20058.3849644561,22829.1666666667,24364.6237181109,31388.0390013553
18376.1915259089,19961.6920804212,22853.75,24362.1341837887,31300.4772260359
17923.9711939829,19400.036796795,22136.2916666667,23917.7704899214,30747.9457037698
16573.7068226856,17345.2085386686,19642.2916666667,22575.361845342,28702.2338773558
18221.8126672911,19791.7792995003,22224.625,24231.3320107521,31157.9137578889
18684.8367773966,20562.5352457205,23279.0833333333,24702.2184470336,31937.7715293656
18761.3129179999,20456.1103838116,23397.4583333333,24786.5573563832,31840.4412157639
18852.4612521842,20539.7238429249,24032.0416666667,24885.5685890559,31933.1419636613
18840.9694786167,20509.6918841281,23860.5833333333,24881.9402353177,31912.1900514821
18387.2758278919,19874.6207793008,23087.5,24436.1141874337,31286.1917683932
17035.3935226451,17777.0726422495,20555.9166666667,23092.0985365703,29197.7092454202
18681.6724178195,19999.3007709503,23460.3333333333,24746.2522176606,31428.9957976895
19142.7980123888,20758.7076983493,24391.5833333333,25215.250560789,32197.4539752301
19217.3130707282,20835.0182684049,24648.3333333333,25297.638633897,32282.8086390152
19306.4694246215,20906.3894275387,25002.7083333333,25394.6679849126,32363.2167524147
19293.0614660404,20699.3162336359,25072.625,25389.1336517324,32165.1733901947
18837.4657841947,19992.6950682925,23683.4583333333,24941.4155774599,31467.574950766
17483.8465297351,18026.0097499201,21260.125,23595.6732687305,29509.905269289
19128.4747532311,20398.0418666666,24049.2083333333,25248.186474574,31890.9459505945
19588.1412827507,21088.9209247311,24054,25715.7362563736,32590.8265174993
19661.372584866,21057.7313625127,24318.75,25796.8512742087,32568.6314249552
19749.4209577133,21077.2140873023,24311.3333333333,25892.7835769295,32597.1015967411
19735.1500034753,20856.3908150682,24213.3333333333,25886.3976595087,32385.2587652492
19278.8451304658,20119.2122223394,23375.125,25437.9820051718,31657.0536233682
17924.775987219,18059.9343540614,20881.4166666667,24091.8020773441,29606.7422323402
19569.1032973814,20393.0978761653,23911.5,25744.0269500282,31948.8652743292
20028.6771359917,20894.0918267339,24588.5833333333,26211.4973068773,32458.8118035881
20101.9699451316,20910.2321543242,24822.25,26292.6876860307,32483.8977847818
20190.1935669861,21001.6042677455,24871.1666666667,26388.8097105527,32584.2086427651
20176.2362698942,20883.1755617801,24490.6666666667,26382.7527715208,32474.7117883037
19720.2576582254,20329.8313634626,23307.5,25934.6792862018,31930.2925643543
18366.5859118038,18123.788007011,20990.6666666667,24588.9136705932,29733.1673209958
20011.2400086609,20402.2642811345,24635.4166666667,26241.4829265066,32020.5548627375
20471.0869358624,20970.8125538314,25157.2916666667,26709.2449876985,32598.007573317
20544.5131293542,20757.6763999374,24786.1666666667,26790.5882895215,32393.7690432492
20632.6577388102,21152.6785996255,24811.2083333333,26886.6517776308,32797.6620683266
20618.4005996067,20971.0898398493,24738.2916666667,26880.316613393,32624.9573510623
20161.7542946521,20475.0819822331,24001.75,26431.5979354729,32137.8267685813
18807.0752550212,18396.1846940145,21563.625,25084.8487859902,30067.8000035626
20450.2273269215,20681.0464997752,24857.1666666667,26735.9407180669,32361.5255959709
20908.0731668514,21216.4597275632,25721.4583333333,27201.7276264187,32905.7958891786
20978.9036974349,21348.0081302063,25855.5833333333,27280.5023263142,33046.1946512802
21063.7777171756,21455.0066405229,25551.0416666667,27373.3234028008,33162.0368303029
21045.5599111076,21315.2350379899,25085.4583333333,27363.0570351337,33031.1022208751
20584.1219153389,20651.8158088941,23734.7083333333,26909.5771524116,32376.5133243779
19223.8474440467,18357.1302708914,21217.4166666667,25557.2644017502,30090.6514735048
20860.4612261043,20758.7443791548,24138.9583333333,27201.8509018161,32501.0826384098
21310.8313171414,21312.7647628792,24581.375,27660.196185224,33063.9134632126
21373.1745010733,21286.7717723499,24992.7083333333,27730.5188035607,33046.7243130676
21448.4929270258,21361.5456060249,25062.25,27813.8206521791,33130.2954012462
21419.6609016145,21045.5764105644,24764.8333333333,27792.9776600873,32823.1168891663
20946.445893329,20322.939799989,23737.4583333333,27327.7593134346,32109.2644055516
19573.2888362641,18353.5926478054,21213.2083333333,25962.6037456835,30148.6948385572
21195.8206141691,20667.3009101288,24139.7083333333,27593.1489067146,32471.1741588918
21630.9533731536,21216.7529600246,24884.7916666667,28036.298604481,33029.3907541605
21676.8782389418,21312.5571203052,25130.3333333333,28090.2455857107,33133.9529616614
21734.5901828365,21220.7855780966,25046.9166666667,28155.9844953007,33050.9329829525
21687.0220357887,21025.9520486931,24794.75,28116.4498745667,32864.8445477069
21193.8955346902,20034.395492628,23737.625,27631.3651884915,31882.0266307834
19799.7589202079,17914.921605184,21350.2916666667,26245.2760911481,29771.2849417377
21400.211474834,20063.5908558627,23937.625,27853.7885998968,31928.6799642917
21812.2632468315,20887.3778077736,24702.4583333333,28273.9045610664,32761.186275723
21834.1400860783,21004.3230079485,24965.375,28303.8512796147,32886.8444371795
21866.8885105256,21234.8970620346,25305.7916666667,28344.6748467912,33126.1250683726
21793.5552155796,21057.9533837794,25104.6666666667,28279.4237218955,32957.881597063
21273.8775930079,20177.4536482006,23974.1666666667,27767.8367256119,32086.0757122301
19852.5617754074,18007.9269241299,21677.2916666667,26354.617574892,29925.2364966162
21425.2343094972,20292.0746723516,24787.125,27935.3992174396,32218.065424866
21809.0510817097,20823.1084333998,25420.875,28327.329437358,32757.7740513233
21802.3235571079,20837.0080738243,25621.75,28328.7209783333,32780.3422562975
21806.1960975897,20832.1794794639,25584.375,28340.7176584905,32784.1759393369
21703.8692556801,20559.2727741574,25448.2083333333,28246.5218249323,32519.9252379405
21155.1387270592,19992.7357499466,24419.9583333333,27705.9303042889,31962.0379577609
19704.898132824,17907.1220810832,21772.1666666667,26263.8344448513,29885.0677866111
21248.8357454892,20272.4401748448,24820.5416666667,27815.9285942618,32259.0231452813
21604.2748593278,20809.8348182604,25679.2083333333,28179.5280251129,32805.0488342646
21569.634244761,20459.6439062944,25522.2083333333,28153.052613467,32463.482761941
21546.17115829,20368.8455840858,25647.4166666667,28137.7589540556,32381.3030868167
21417.2468912553,19844.4561291716,25318.9583333333,28017.0101566558,31865.5260997483
20842.7228234812,19831.3260274495,23137.3333333333,27450.668450658,31861.0022999053
19367.6734476542,17506.3983625727,21190.125,25983.8061893184,29544.6747841653
20887.8451155198,19857.219977346,23701.875,27512.1754961498,31904.0904085101
21220.7115777657,20221.9628312847,24082.1666666667,27853.2421824718,32277.4211455854
21164.7809761686,20118.5518727504,24133.5,27805.515342996,32182.5919568362
21121.3986205976,20215.5175270407,24161.25,27770.3395249488,32288.1332805969
20974.0535357475,19944.7401128236,24147.125,27631.2056060985,32025.9254485264
20382.6400844434,18940.4335956092,23480.4583333333,27048.008550895,31030.1824390793
18892.3679437544,17025.2027174248,21194.4166666667,25565.9560398534,29123.5090071817
20398.999005435,19635.6880839695,23576.0416666667,27080.8154707479,31742.545771386
20720.1032304063,20625.5486086242,24000.25,27410.1489687535,32740.9516578811
20654.2238869473,20324.4901110854,23815.4583333333,27352.5006385747,32448.432499126
20602.734952029,20277.5408966851,23579.4166666667,27309.2436271933,32410.0166131707
20449.1876550587,20029.3838322124,23527.5416666667,27163.931077931,32170.3868794774
19853.4459258418,19070.3402813442,22747.0833333333,26576.4273220654,31219.8646743517
18360.781124524,16949.6768313532,20541.75,25092.0018908211,29107.7165976506
19866.9023996955,19377.9006466875,23076.0416666667,26606.3692225758,31544.4498263627
20189.3992593419,20132.256587798,23659.9583333333,26937.1111288309,32307.3092334354
20126.7761145264,20026.4726476862,23485,26882.7327877995,32210.022824323
20080.359790766,20061.3338737546,22697.7083333333,26844.5601719408,32253.3756588377
19933.6852062604,19937.9710624763,22414.7083333333,26706.1302098982,32138.4985458189
19346.5125741518,19381.5126472665,21565.375,26127.2033718818,31590.5199310051
17864.0955804718,17200.6999712558,19359.6666666667,24653.0317152984,29418.1811698077
19382.0195852671,19891.8062608952,21172.2083333333,26179.2057284856,32117.7555009156
19717.8183314281,20621.9274574297,21227.375,26523.2516382356,32856.3388777695
19669.8880928056,20414.6441960714,21390.3333333333,26483.5664664857,32657.511947735
